item_id,transaction_id,product_id,quantity,unit_price,discount_percentage,line_total
ITEM0003768,TXN0001260,PROD000466,4,365.18,10,1314.65
ITEM0003769,TXN0001260,PROD000314,1,152.63,0,152.63
ITEM0003770,TXN0001261,PROD000434,2,204.59,10,368.26
ITEM0003771,TXN0001261,PROD000137,1,31.21,0,31.21
ITEM0003772,TXN0001261,PROD000364,2,266.06,20,425.7
ITEM0003773,TXN0001261,PROD000417,5,219.02,5,1040.35
ITEM0003774,TXN0001262,PROD000062,4,249.33,0,997.32
ITEM0003775,TXN0001263,PROD000444,2,221.31,15,376.23
ITEM0003776,TXN0001263,PROD000350,1,244.87,15,208.14
ITEM0003777,TXN0001263,PROD000300,2,148.52,10,267.34
ITEM0003778,TXN0001263,PROD000196,1,459.63,20,367.7
ITEM0003779,TXN0001263,PROD000187,3,367.46,0,1102.38
ITEM0003780,TXN0001264,PROD000420,4,398.68,5,1514.98
ITEM0003781,TXN0001264,PROD000315,2,41.3,5,78.47
ITEM0003782,TXN0001264,PROD000088,3,389.62,0,1168.86
ITEM0003783,TXN0001264,PROD000060,1,103.07,10,92.76
ITEM0003784,TXN0001264,PROD000279,3,238.73,15,608.76
ITEM0003785,TXN0001265,PROD000187,4,367.46,0,1469.84
ITEM0003786,TXN0001265,PROD000001,4,324.47,20,1038.3
ITEM0003787,TXN0001266,PROD000012,4,284.01,20,908.83
ITEM0003788,TXN0001266,PROD000306,3,185.15,20,444.36
ITEM0003789,TXN0001267,PROD000110,2,166.96,15,283.83
ITEM0003790,TXN0001267,PROD000444,1,221.31,5,210.24
ITEM0003791,TXN0001267,PROD000261,4,272.51,20,872.03
ITEM0003792,TXN0001268,PROD000211,2,138.5,20,221.6
ITEM0003793,TXN0001268,PROD000129,3,314.55,10,849.29
ITEM0003794,TXN0001268,PROD000436,4,301.02,5,1143.88
ITEM0003795,TXN0001268,PROD000498,4,345.53,0,1382.12
ITEM0003796,TXN0001268,PROD000363,1,458.48,0,458.48
ITEM0003797,TXN0001269,PROD000066,5,202.11,10,909.5
ITEM0003798,TXN0001269,PROD000266,3,96.96,5,276.34
ITEM0003799,TXN0001269,PROD000021,5,361.99,0,1809.95
ITEM0003800,TXN0001269,PROD000090,4,341.98,10,1231.13
ITEM0003801,TXN0001270,PROD000387,5,201.96,10,908.82
ITEM0003802,TXN0001270,PROD000255,3,279.57,10,754.84
ITEM0003803,TXN0001270,PROD000430,2,89.06,15,151.4
ITEM0003804,TXN0001271,PROD000139,4,110.47,15,375.6
ITEM0003805,TXN0001271,PROD000497,2,170.06,10,306.11
ITEM0003806,TXN0001271,PROD000080,1,81.82,20,65.46
ITEM0003807,TXN0001271,PROD000360,1,308.38,10,277.54
ITEM0003808,TXN0001271,PROD000233,4,459.9,10,1655.64
ITEM0003809,TXN0001272,PROD000091,3,185.07,10,499.69
ITEM0003810,TXN0001272,PROD000453,3,104.59,0,313.77
ITEM0003811,TXN0001273,PROD000480,2,281.88,10,507.38
ITEM0003812,TXN0001273,PROD000078,3,152.52,20,366.05
ITEM0003813,TXN0001273,PROD000231,2,426.88,15,725.7
ITEM0003814,TXN0001273,PROD000308,1,264.62,10,238.16
ITEM0003815,TXN0001273,PROD000293,1,466.92,10,420.23
ITEM0003816,TXN0001274,PROD000379,5,214.06,15,909.75
ITEM0003817,TXN0001274,PROD000125,1,399.29,5,379.33
ITEM0003818,TXN0001274,PROD000150,1,234.32,5,222.6
ITEM0003819,TXN0001275,PROD000332,2,135.68,15,230.66
ITEM0003820,TXN0001275,PROD000301,4,201.63,5,766.19
ITEM0003821,TXN0001275,PROD000126,2,228.41,20,365.46
ITEM0003822,TXN0001276,PROD000311,1,455.31,15,387.01
ITEM0003823,TXN0001277,PROD000003,1,447.83,5,425.44
ITEM0003824,TXN0001277,PROD000494,5,258.79,0,1293.95
ITEM0003825,TXN0001277,PROD000013,4,52.5,10,189.0
ITEM0003826,TXN0001278,PROD000165,4,347.58,15,1181.77
ITEM0003827,TXN0001278,PROD000127,1,275.28,10,247.75
ITEM0003828,TXN0001278,PROD000180,1,230.91,20,184.73
ITEM0003829,TXN0001279,PROD000156,4,207.17,20,662.94
ITEM0003830,TXN0001280,PROD000109,4,140.59,5,534.24
ITEM0003831,TXN0001280,PROD000481,2,195.61,15,332.54
ITEM0003832,TXN0001280,PROD000497,1,170.06,10,153.05
ITEM0003833,TXN0001280,PROD000084,5,333.19,5,1582.65
ITEM0003834,TXN0001281,PROD000493,5,39.68,20,158.72
ITEM0003835,TXN0001281,PROD000348,4,168.64,5,640.83
ITEM0003836,TXN0001281,PROD000120,1,430.84,20,344.67
ITEM0003837,TXN0001281,PROD000460,4,325.54,0,1302.16
ITEM0003838,TXN0001282,PROD000179,5,273.95,20,1095.8
ITEM0003839,TXN0001282,PROD000135,2,496.96,15,844.83
ITEM0003840,TXN0001282,PROD000199,3,495.54,20,1189.3
ITEM0003841,TXN0001283,PROD000302,3,414.66,5,1181.78
ITEM0003842,TXN0001283,PROD000231,1,426.88,0,426.88
ITEM0003843,TXN0001283,PROD000239,4,250.17,5,950.65
ITEM0003844,TXN0001283,PROD000333,4,417.07,5,1584.87
ITEM0003845,TXN0001283,PROD000181,3,81.76,20,196.22
ITEM0003846,TXN0001284,PROD000428,2,338.55,10,609.39
ITEM0003847,TXN0001284,PROD000061,5,56.44,10,253.98
ITEM0003848,TXN0001284,PROD000221,1,24.26,15,20.62
ITEM0003849,TXN0001284,PROD000160,5,478.51,20,1914.04
ITEM0003850,TXN0001285,PROD000259,4,472.37,0,1889.48
ITEM0003851,TXN0001285,PROD000251,1,91.4,5,86.83
ITEM0003852,TXN0001285,PROD000006,4,321.08,20,1027.46
ITEM0003853,TXN0001285,PROD000352,5,18.56,20,74.24
ITEM0003854,TXN0001286,PROD000233,2,459.9,0,919.8
ITEM0003855,TXN0001287,PROD000050,1,85.22,0,85.22
ITEM0003856,TXN0001288,PROD000168,3,360.06,5,1026.17
ITEM0003857,TXN0001288,PROD000431,2,298.14,5,566.47
ITEM0003858,TXN0001289,PROD000172,4,73.74,10,265.46
ITEM0003859,TXN0001289,PROD000235,3,423.23,5,1206.21
ITEM0003860,TXN0001289,PROD000362,4,340.28,20,1088.9
ITEM0003861,TXN0001289,PROD000365,4,294.18,20,941.38
ITEM0003862,TXN0001290,PROD000399,5,169.65,5,805.84
ITEM0003863,TXN0001290,PROD000210,4,403.22,10,1451.59
ITEM0003864,TXN0001290,PROD000040,5,350.58,20,1402.32
ITEM0003865,TXN0001291,PROD000110,4,166.96,20,534.27
ITEM0003866,TXN0001291,PROD000241,2,55.96,20,89.54
ITEM0003867,TXN0001291,PROD000430,4,89.06,15,302.8
ITEM0003868,TXN0001291,PROD000317,3,472.44,0,1417.32
ITEM0003869,TXN0001292,PROD000087,2,448.75,5,852.62
ITEM0003870,TXN0001292,PROD000048,4,461.59,20,1477.09
ITEM0003871,TXN0001292,PROD000401,2,162.88,10,293.18
ITEM0003872,TXN0001293,PROD000425,2,31.99,15,54.38
ITEM0003873,TXN0001293,PROD000003,1,447.83,5,425.44
ITEM0003874,TXN0001293,PROD000001,2,324.47,10,584.05
ITEM0003875,TXN0001293,PROD000349,5,469.84,20,1879.36
ITEM0003876,TXN0001294,PROD000152,4,150.56,0,602.24
ITEM0003877,TXN0001295,PROD000485,1,446.32,20,357.06
ITEM0003878,TXN0001295,PROD000142,5,96.52,0,482.6
ITEM0003879,TXN0001295,PROD000007,5,459.54,0,2297.7
ITEM0003880,TXN0001295,PROD000154,3,190.58,0,571.74
ITEM0003881,TXN0001296,PROD000266,5,96.96,15,412.08
ITEM0003882,TXN0001296,PROD000231,1,426.88,15,362.85
ITEM0003883,TXN0001296,PROD000498,1,345.53,15,293.7
ITEM0003884,TXN0001296,PROD000392,3,120.07,10,324.19
ITEM0003885,TXN0001297,PROD000296,5,160.41,0,802.05
ITEM0003886,TXN0001297,PROD000029,2,378.78,10,681.8
ITEM0003887,TXN0001297,PROD000344,4,442.27,20,1415.26
ITEM0003888,TXN0001298,PROD000483,1,475.16,10,427.64
ITEM0003889,TXN0001298,PROD000269,3,83.16,5,237.01
ITEM0003890,TXN0001299,PROD000453,1,104.59,0,104.59
ITEM0003891,TXN0001300,PROD000207,4,477.49,20,1527.97
ITEM0003892,TXN0001300,PROD000111,3,54.98,0,164.94
ITEM0003893,TXN0001300,PROD000405,1,77.3,15,65.7
ITEM0003894,TXN0001300,PROD000387,5,201.96,0,1009.8
ITEM0003895,TXN0001300,PROD000156,2,207.17,15,352.19
ITEM0003896,TXN0001301,PROD000407,1,368.74,5,350.3
ITEM0003897,TXN0001301,PROD000490,2,162.74,5,309.21
ITEM0003898,TXN0001301,PROD000432,1,275.68,20,220.54
ITEM0003899,TXN0001301,PROD000327,3,219.87,10,593.65
ITEM0003900,TXN0001302,PROD000323,4,102.72,15,349.25
ITEM0003901,TXN0001302,PROD000386,3,378.03,15,963.98
ITEM0003902,TXN0001303,PROD000386,3,378.03,0,1134.09
ITEM0003903,TXN0001303,PROD000129,2,314.55,5,597.64
ITEM0003904,TXN0001303,PROD000461,5,133.73,15,568.35
ITEM0003905,TXN0001304,PROD000109,4,140.59,10,506.12
ITEM0003906,TXN0001305,PROD000142,3,96.52,20,231.65
ITEM0003907,TXN0001305,PROD000398,2,259.53,0,519.06
ITEM0003908,TXN0001305,PROD000080,4,81.82,15,278.19
ITEM0003909,TXN0001305,PROD000166,1,278.65,20,222.92
ITEM0003910,TXN0001306,PROD000071,5,202.68,15,861.39
ITEM0003911,TXN0001306,PROD000321,3,465.81,15,1187.82
ITEM0003912,TXN0001306,PROD000171,2,452.13,0,904.26
ITEM0003913,TXN0001307,PROD000165,5,347.58,20,1390.32
ITEM0003914,TXN0001308,PROD000148,4,93.91,20,300.51
ITEM0003915,TXN0001308,PROD000490,5,162.74,10,732.33
ITEM0003916,TXN0001308,PROD000265,4,425.94,0,1703.76
ITEM0003917,TXN0001308,PROD000445,2,304.03,15,516.85
ITEM0003918,TXN0001309,PROD000167,5,263.29,20,1053.16
ITEM0003919,TXN0001309,PROD000255,4,279.57,10,1006.45
ITEM0003920,TXN0001309,PROD000216,4,371.96,15,1264.66
ITEM0003921,TXN0001309,PROD000372,4,397.51,15,1351.53
ITEM0003922,TXN0001309,PROD000155,2,84.72,15,144.02
ITEM0003923,TXN0001310,PROD000021,4,361.99,20,1158.37
ITEM0003924,TXN0001310,PROD000181,3,81.76,10,220.75
ITEM0003925,TXN0001310,PROD000184,1,456.73,5,433.89
ITEM0003926,TXN0001310,PROD000309,1,198.81,0,198.81
ITEM0003927,TXN0001311,PROD000488,3,268.73,15,685.26
ITEM0003928,TXN0001311,PROD000462,2,280.81,20,449.3
ITEM0003929,TXN0001312,PROD000179,2,273.95,0,547.9
ITEM0003930,TXN0001312,PROD000416,2,281.95,10,507.51
ITEM0003931,TXN0001312,PROD000034,2,288.88,0,577.76
ITEM0003932,TXN0001312,PROD000473,3,260.24,15,663.61
ITEM0003933,TXN0001313,PROD000205,1,491.57,20,393.26
ITEM0003934,TXN0001313,PROD000471,4,327.8,10,1180.08
ITEM0003935,TXN0001313,PROD000075,2,223.58,15,380.09
ITEM0003936,TXN0001314,PROD000133,3,346.89,20,832.54
ITEM0003937,TXN0001314,PROD000145,2,332.68,5,632.09
ITEM0003938,TXN0001314,PROD000316,5,296.33,5,1407.57
ITEM0003939,TXN0001314,PROD000450,4,162.73,5,618.37
ITEM0003940,TXN0001315,PROD000364,2,266.06,0,532.12
ITEM0003941,TXN0001315,PROD000059,2,96.09,15,163.35
ITEM0003942,TXN0001316,PROD000210,1,403.22,0,403.22
ITEM0003943,TXN0001317,PROD000369,2,469.66,10,845.39
ITEM0003944,TXN0001317,PROD000204,5,72.7,20,290.8
ITEM0003945,TXN0001317,PROD000068,2,157.67,0,315.34
ITEM0003946,TXN0001318,PROD000440,1,117.29,0,117.29
ITEM0003947,TXN0001318,PROD000135,4,496.96,0,1987.84
ITEM0003948,TXN0001318,PROD000302,2,414.66,0,829.32
ITEM0003949,TXN0001318,PROD000281,5,144.71,10,651.2
ITEM0003950,TXN0001319,PROD000403,3,119.61,10,322.95
ITEM0003951,TXN0001319,PROD000317,3,472.44,20,1133.86
ITEM0003952,TXN0001320,PROD000172,1,73.74,10,66.37
ITEM0003953,TXN0001320,PROD000422,4,106.66,10,383.98
ITEM0003954,TXN0001320,PROD000386,3,378.03,5,1077.39
ITEM0003955,TXN0001321,PROD000087,5,448.75,0,2243.75
ITEM0003956,TXN0001322,PROD000325,4,157.65,15,536.01
ITEM0003957,TXN0001322,PROD000494,5,258.79,15,1099.86
ITEM0003958,TXN0001322,PROD000212,1,200.97,10,180.87
ITEM0003959,TXN0001322,PROD000001,4,324.47,10,1168.09
ITEM0003960,TXN0001323,PROD000386,5,378.03,10,1701.13
ITEM0003961,TXN0001323,PROD000236,3,170.17,20,408.41
ITEM0003962,TXN0001323,PROD000179,1,273.95,5,260.25
ITEM0003963,TXN0001323,PROD000205,4,491.57,10,1769.65
ITEM0003964,TXN0001324,PROD000367,3,294.53,15,751.05
ITEM0003965,TXN0001325,PROD000019,4,427.65,15,1454.01
ITEM0003966,TXN0001325,PROD000219,4,147.86,20,473.15
ITEM0003967,TXN0001325,PROD000475,1,409.32,0,409.32
ITEM0003968,TXN0001325,PROD000429,5,118.54,15,503.8
ITEM0003969,TXN0001325,PROD000354,5,336.53,10,1514.38
ITEM0003970,TXN0001326,PROD000305,2,241.85,5,459.51
ITEM0003971,TXN0001326,PROD000011,5,301.11,15,1279.72
ITEM0003972,TXN0001327,PROD000247,1,152.44,20,121.95
ITEM0003973,TXN0001327,PROD000256,3,95.38,5,271.83
ITEM0003974,TXN0001327,PROD000442,3,201.79,0,605.37
ITEM0003975,TXN0001327,PROD000395,3,29.36,15,74.87
ITEM0003976,TXN0001327,PROD000391,3,434.89,10,1174.2
ITEM0003977,TXN0001328,PROD000215,1,317.47,15,269.85
ITEM0003978,TXN0001328,PROD000360,1,308.38,5,292.96
ITEM0003979,TXN0001329,PROD000320,3,53.43,0,160.29
ITEM0003980,TXN0001329,PROD000161,1,57.62,5,54.74
ITEM0003981,TXN0001330,PROD000432,5,275.68,5,1309.48
ITEM0003982,TXN0001330,PROD000377,2,273.75,10,492.75
ITEM0003983,TXN0001330,PROD000120,1,430.84,5,409.3
ITEM0003984,TXN0001330,PROD000435,4,81.63,5,310.19
ITEM0003985,TXN0001330,PROD000141,1,257.94,15,219.25
ITEM0003986,TXN0001331,PROD000333,1,417.07,10,375.36
ITEM0003987,TXN0001331,PROD000083,5,124.75,5,592.56
ITEM0003988,TXN0001331,PROD000410,1,168.6,10,151.74
ITEM0003989,TXN0001331,PROD000133,5,346.89,10,1561.0
ITEM0003990,TXN0001332,PROD000179,4,273.95,10,986.22
ITEM0003991,TXN0001332,PROD000036,5,342.43,0,1712.15
ITEM0003992,TXN0001332,PROD000255,1,279.57,5,265.59
ITEM0003993,TXN0001332,PROD000250,5,264.89,0,1324.45
ITEM0003994,TXN0001332,PROD000197,4,199.73,5,758.97
ITEM0003995,TXN0001333,PROD000306,3,185.15,15,472.13
ITEM0003996,TXN0001334,PROD000253,5,429.17,5,2038.56
ITEM0003997,TXN0001334,PROD000083,5,124.75,10,561.38
ITEM0003998,TXN0001334,PROD000105,3,387.6,20,930.24
ITEM0003999,TXN0001334,PROD000149,4,259.63,5,986.59
ITEM0004000,TXN0001334,PROD000430,5,89.06,0,445.3
ITEM0004001,TXN0001335,PROD000289,4,436.38,5,1658.24
ITEM0004002,TXN0001335,PROD000333,5,417.07,5,1981.08
ITEM0004003,TXN0001335,PROD000382,5,380.84,20,1523.36
ITEM0004004,TXN0001335,PROD000214,5,165.01,5,783.8
ITEM0004005,TXN0001335,PROD000461,3,133.73,15,341.01
ITEM0004006,TXN0001336,PROD000004,3,277.59,10,749.49
ITEM0004007,TXN0001336,PROD000478,4,434.99,5,1652.96
ITEM0004008,TXN0001336,PROD000316,3,296.33,20,711.19
ITEM0004009,TXN0001336,PROD000238,4,138.82,20,444.22
ITEM0004010,TXN0001337,PROD000154,3,190.58,0,571.74
ITEM0004011,TXN0001337,PROD000466,5,365.18,10,1643.31
ITEM0004012,TXN0001338,PROD000468,4,427.23,10,1538.03
ITEM0004013,TXN0001338,PROD000117,4,254.76,5,968.09
ITEM0004014,TXN0001339,PROD000478,5,434.99,0,2174.95
ITEM0004015,TXN0001339,PROD000253,2,429.17,20,686.67
ITEM0004016,TXN0001339,PROD000268,4,108.14,10,389.3
ITEM0004017,TXN0001339,PROD000046,4,50.08,20,160.26
ITEM0004018,TXN0001340,PROD000340,4,406.76,10,1464.34
ITEM0004019,TXN0001341,PROD000015,1,283.76,0,283.76
ITEM0004020,TXN0001341,PROD000339,3,490.0,5,1396.5
ITEM0004021,TXN0001341,PROD000456,4,484.76,0,1939.04
ITEM0004022,TXN0001342,PROD000100,4,491.12,15,1669.81
ITEM0004023,TXN0001342,PROD000149,5,259.63,5,1233.24
ITEM0004024,TXN0001343,PROD000037,2,439.42,15,747.01
ITEM0004025,TXN0001343,PROD000475,1,409.32,5,388.85
ITEM0004026,TXN0001343,PROD000349,3,469.84,0,1409.52
ITEM0004027,TXN0001343,PROD000097,2,20.27,20,32.43
ITEM0004028,TXN0001344,PROD000368,2,312.59,10,562.66
ITEM0004029,TXN0001344,PROD000338,2,345.5,0,691.0
ITEM0004030,TXN0001344,PROD000119,2,76.36,20,122.18
ITEM0004031,TXN0001344,PROD000332,4,135.68,20,434.18
ITEM0004032,TXN0001345,PROD000206,2,408.14,10,734.65
ITEM0004033,TXN0001345,PROD000055,1,28.45,20,22.76
ITEM0004034,TXN0001346,PROD000255,5,279.57,10,1258.07
ITEM0004035,TXN0001346,PROD000114,2,194.73,10,350.51
ITEM0004036,TXN0001346,PROD000417,1,219.02,10,197.12
ITEM0004037,TXN0001346,PROD000325,1,157.65,20,126.12
ITEM0004038,TXN0001346,PROD000222,1,330.59,20,264.47
ITEM0004039,TXN0001347,PROD000070,4,98.96,5,376.05
ITEM0004040,TXN0001347,PROD000056,3,66.0,10,178.2
ITEM0004041,TXN0001347,PROD000119,3,76.36,10,206.17
ITEM0004042,TXN0001347,PROD000241,2,55.96,15,95.13
ITEM0004043,TXN0001347,PROD000289,5,436.38,20,1745.52
ITEM0004044,TXN0001348,PROD000177,2,170.34,20,272.54
ITEM0004045,TXN0001349,PROD000050,4,85.22,20,272.7
ITEM0004046,TXN0001349,PROD000229,1,298.01,20,238.41
ITEM0004047,TXN0001349,PROD000193,2,405.11,15,688.69
ITEM0004048,TXN0001349,PROD000043,5,77.28,15,328.44
ITEM0004049,TXN0001350,PROD000487,2,101.33,20,162.13
ITEM0004050,TXN0001350,PROD000318,1,391.63,5,372.05
ITEM0004051,TXN0001350,PROD000137,3,31.21,10,84.27
ITEM0004052,TXN0001351,PROD000285,1,460.67,0,460.67
ITEM0004053,TXN0001351,PROD000333,5,417.07,10,1876.82
ITEM0004054,TXN0001351,PROD000295,5,86.5,0,432.5
ITEM0004055,TXN0001352,PROD000076,4,228.53,5,868.41
ITEM0004056,TXN0001352,PROD000364,5,266.06,10,1197.27
ITEM0004057,TXN0001352,PROD000291,5,129.7,15,551.23
ITEM0004058,TXN0001352,PROD000423,1,335.75,15,285.39
ITEM0004059,TXN0001352,PROD000153,1,295.8,5,281.01
ITEM0004060,TXN0001353,PROD000479,3,87.79,10,237.03
ITEM0004061,TXN0001353,PROD000415,3,296.28,20,711.07
ITEM0004062,TXN0001353,PROD000092,5,267.49,15,1136.83
ITEM0004063,TXN0001353,PROD000309,5,198.81,10,894.64
ITEM0004064,TXN0001354,PROD000280,5,252.73,0,1263.65
ITEM0004065,TXN0001354,PROD000323,4,102.72,0,410.88
ITEM0004066,TXN0001354,PROD000307,5,103.13,15,438.3
ITEM0004067,TXN0001354,PROD000166,4,278.65,10,1003.14
ITEM0004068,TXN0001354,PROD000341,1,166.72,0,166.72
ITEM0004069,TXN0001355,PROD000321,1,465.81,15,395.94
ITEM0004070,TXN0001355,PROD000181,2,81.76,0,163.52
ITEM0004071,TXN0001355,PROD000401,4,162.88,5,618.94
ITEM0004072,TXN0001355,PROD000092,5,267.49,5,1270.58
ITEM0004073,TXN0001355,PROD000230,4,188.66,10,679.18
ITEM0004074,TXN0001356,PROD000287,4,170.84,10,615.02
ITEM0004075,TXN0001357,PROD000431,1,298.14,0,298.14
ITEM0004076,TXN0001358,PROD000379,5,214.06,5,1016.78
ITEM0004077,TXN0001358,PROD000188,2,267.94,15,455.5
ITEM0004078,TXN0001358,PROD000239,1,250.17,20,200.14
ITEM0004079,TXN0001358,PROD000077,3,265.17,0,795.51
ITEM0004080,TXN0001359,PROD000133,4,346.89,5,1318.18
ITEM0004081,TXN0001360,PROD000343,5,495.1,10,2227.95
ITEM0004082,TXN0001360,PROD000482,4,450.67,20,1442.14
ITEM0004083,TXN0001361,PROD000320,2,53.43,0,106.86
ITEM0004084,TXN0001361,PROD000091,5,185.07,15,786.55
ITEM0004085,TXN0001361,PROD000397,2,67.68,15,115.06
ITEM0004086,TXN0001361,PROD000140,2,481.01,0,962.02
ITEM0004087,TXN0001361,PROD000041,2,483.62,5,918.88
ITEM0004088,TXN0001362,PROD000176,2,383.28,5,728.23
ITEM0004089,TXN0001362,PROD000103,2,186.08,10,334.94
ITEM0004090,TXN0001363,PROD000324,2,305.53,0,611.06
ITEM0004091,TXN0001363,PROD000217,1,140.27,0,140.27
ITEM0004092,TXN0001363,PROD000402,3,477.45,20,1145.88
ITEM0004093,TXN0001364,PROD000296,3,160.41,0,481.23
ITEM0004094,TXN0001364,PROD000431,3,298.14,5,849.7
ITEM0004095,TXN0001364,PROD000146,2,249.11,10,448.4
ITEM0004096,TXN0001365,PROD000192,3,255.14,5,727.15
ITEM0004097,TXN0001365,PROD000058,2,258.02,0,516.04
ITEM0004098,TXN0001366,PROD000125,5,399.29,0,1996.45
ITEM0004099,TXN0001366,PROD000348,4,168.64,20,539.65
ITEM0004100,TXN0001366,PROD000313,3,323.86,0,971.58
ITEM0004101,TXN0001367,PROD000336,2,433.33,15,736.66
ITEM0004102,TXN0001367,PROD000302,5,414.66,20,1658.64
ITEM0004103,TXN0001367,PROD000382,4,380.84,5,1447.19
ITEM0004104,TXN0001367,PROD000395,5,29.36,10,132.12
ITEM0004105,TXN0001367,PROD000098,5,42.15,10,189.68
ITEM0004106,TXN0001368,PROD000274,1,474.83,20,379.86
ITEM0004107,TXN0001369,PROD000253,3,429.17,15,1094.38
ITEM0004108,TXN0001369,PROD000007,1,459.54,5,436.56
ITEM0004109,TXN0001369,PROD000202,5,163.73,0,818.65
ITEM0004110,TXN0001370,PROD000066,1,202.11,15,171.79
ITEM0004111,TXN0001370,PROD000438,3,352.67,15,899.31
ITEM0004112,TXN0001371,PROD000321,5,465.81,20,1863.24
ITEM0004113,TXN0001372,PROD000334,5,208.74,10,939.33
ITEM0004114,TXN0001372,PROD000071,1,202.68,15,172.28
ITEM0004115,TXN0001373,PROD000060,4,103.07,5,391.67
ITEM0004116,TXN0001374,PROD000328,2,103.0,0,206.0
ITEM0004117,TXN0001374,PROD000066,5,202.11,20,808.44
ITEM0004118,TXN0001374,PROD000405,4,77.3,20,247.36
ITEM0004119,TXN0001374,PROD000025,3,190.03,15,484.58
ITEM0004120,TXN0001375,PROD000459,5,310.2,20,1240.8
ITEM0004121,TXN0001375,PROD000393,5,378.36,15,1608.03
ITEM0004122,TXN0001376,PROD000207,1,477.49,0,477.49
ITEM0004123,TXN0001377,PROD000128,1,241.13,5,229.07
ITEM0004124,TXN0001377,PROD000061,1,56.44,0,56.44
ITEM0004125,TXN0001377,PROD000155,3,84.72,20,203.33
ITEM0004126,TXN0001377,PROD000203,1,257.58,20,206.06
ITEM0004127,TXN0001377,PROD000176,3,383.28,0,1149.84
ITEM0004128,TXN0001378,PROD000161,3,57.62,5,164.22
ITEM0004129,TXN0001378,PROD000027,2,363.13,20,581.01
ITEM0004130,TXN0001379,PROD000264,2,150.84,20,241.34
ITEM0004131,TXN0001379,PROD000177,2,170.34,20,272.54
ITEM0004132,TXN0001379,PROD000411,3,446.95,15,1139.72
ITEM0004133,TXN0001379,PROD000407,1,368.74,5,350.3
ITEM0004134,TXN0001380,PROD000191,2,136.19,15,231.52
ITEM0004135,TXN0001380,PROD000445,1,304.03,10,273.63
ITEM0004136,TXN0001381,PROD000370,5,27.81,20,111.24
ITEM0004137,TXN0001382,PROD000319,4,482.39,0,1929.56
ITEM0004138,TXN0001382,PROD000500,2,268.1,10,482.58
ITEM0004139,TXN0001382,PROD000146,1,249.11,5,236.65
ITEM0004140,TXN0001382,PROD000224,3,75.62,5,215.52
ITEM0004141,TXN0001383,PROD000497,4,170.06,5,646.23
ITEM0004142,TXN0001383,PROD000365,2,294.18,20,470.69
ITEM0004143,TXN0001383,PROD000343,4,495.1,0,1980.4
ITEM0004144,TXN0001383,PROD000050,1,85.22,15,72.44
ITEM0004145,TXN0001383,PROD000496,5,417.54,20,1670.16
ITEM0004146,TXN0001384,PROD000449,2,20.72,10,37.3
ITEM0004147,TXN0001384,PROD000349,1,469.84,10,422.86
ITEM0004148,TXN0001385,PROD000277,2,490.75,10,883.35
ITEM0004149,TXN0001385,PROD000198,1,474.96,0,474.96
ITEM0004150,TXN0001385,PROD000083,2,124.75,15,212.07
ITEM0004151,TXN0001385,PROD000131,1,443.09,5,420.94
ITEM0004152,TXN0001386,PROD000271,5,169.3,10,761.85
ITEM0004153,TXN0001386,PROD000252,2,385.35,10,693.63
ITEM0004154,TXN0001387,PROD000406,2,360.2,10,648.36
ITEM0004155,TXN0001387,PROD000065,5,398.17,0,1990.85
ITEM0004156,TXN0001388,PROD000117,1,254.76,5,242.02
ITEM0004157,TXN0001388,PROD000158,5,212.21,0,1061.05
ITEM0004158,TXN0001389,PROD000217,1,140.27,20,112.22
ITEM0004159,TXN0001389,PROD000207,2,477.49,20,763.98
ITEM0004160,TXN0001389,PROD000499,5,276.35,5,1312.66
ITEM0004161,TXN0001389,PROD000252,2,385.35,20,616.56
ITEM0004162,TXN0001389,PROD000194,2,475.22,5,902.92
ITEM0004163,TXN0001390,PROD000418,3,164.81,0,494.43
ITEM0004164,TXN0001390,PROD000256,1,95.38,20,76.3
ITEM0004165,TXN0001390,PROD000351,2,120.26,20,192.42
ITEM0004166,TXN0001391,PROD000394,1,416.01,15,353.61
ITEM0004167,TXN0001391,PROD000209,1,241.32,0,241.32
ITEM0004168,TXN0001391,PROD000373,2,395.28,15,671.98
ITEM0004169,TXN0001391,PROD000412,1,480.6,15,408.51
ITEM0004170,TXN0001392,PROD000194,4,475.22,20,1520.7
ITEM0004171,TXN0001392,PROD000088,5,389.62,10,1753.29
ITEM0004172,TXN0001392,PROD000443,3,214.87,10,580.15
ITEM0004173,TXN0001393,PROD000476,3,159.54,5,454.69
ITEM0004174,TXN0001393,PROD000353,3,98.51,10,265.98
ITEM0004175,TXN0001393,PROD000159,1,272.08,10,244.87
ITEM0004176,TXN0001394,PROD000182,2,369.56,10,665.21
ITEM0004177,TXN0001395,PROD000265,2,425.94,5,809.29
ITEM0004178,TXN0001395,PROD000003,2,447.83,20,716.53
ITEM0004179,TXN0001395,PROD000443,3,214.87,10,580.15
ITEM0004180,TXN0001395,PROD000192,5,255.14,10,1148.13
ITEM0004181,TXN0001396,PROD000228,1,92.83,15,78.91
ITEM0004182,TXN0001397,PROD000466,4,365.18,10,1314.65
ITEM0004183,TXN0001397,PROD000257,2,70.26,5,133.49
ITEM0004184,TXN0001397,PROD000312,5,238.38,10,1072.71
ITEM0004185,TXN0001398,PROD000009,3,111.77,20,268.25
ITEM0004186,TXN0001398,PROD000486,1,168.82,15,143.5
